tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma
7325B73:LP-DIR-AF15	7325B73:LP-DIR-AF	7325B73	    0.9	 082.	 038.7	 8.500e-03	0	0.00	0.00	15	273	This study	mit pale 2013-02-21 11:05:19	LT-AF-Z:LP-DIR-AF	g	81	u	8	273	Wiess		pmagpy-4.1.5	1.73e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF16	7325B73:LP-DIR-AF	7325B73	    1.0	 090.	 051.4	 9.000e-03	0	0.00	0.00	16	273	This study	mit pale 2013-02-21 11:11:18	LT-AF-Z:LP-DIR-AF	g	82	u	8	273	Wiess		pmagpy-4.1.5	1.66e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF17	7325B73:LP-DIR-AF	7325B73	    1.1	 060.	 057.9	 9.500e-03	0	0.00	0.00	17	273	This study	mit pale 2013-02-21 11:17:18	LT-AF-Z:LP-DIR-AF	g	83	u	8	273	Wiess		pmagpy-4.1.5	1.32e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF18	7325B73:LP-DIR-AF	7325B73	    2.6	 060.	 039.7	 1.000e-02	0	0.00	0.00	18	273	This study	mit pale 2013-02-21 11:23:18	LT-AF-Z:LP-DIR-AF	g	84	u	8	273	Wiess		pmagpy-4.1.5	1.38e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF19	7325B73:LP-DIR-AF	7325B73	    1.0	 058.	 041.7	 1.050e-02	0	0.00	0.00	19	273	This study	mit pale 2013-02-21 11:29:26	LT-AF-Z:LP-DIR-AF	g	85	u	8	273	Wiess		pmagpy-4.1.5	1.32e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF20	7325B73:LP-DIR-AF	7325B73	    0.7	 035.	 062.4	 1.100e-02	0	0.00	0.00	20	273	This study	mit pale 2013-02-21 11:35:31	LT-AF-Z:LP-DIR-AF	g	86	u	8	273	Wiess		pmagpy-4.1.5	1.74e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF21	7325B73:LP-DIR-AF	7325B73	    1.4	 043.	 038.9	 1.150e-02	0	0.00	0.00	21	273	This study	mit pale 2013-02-21 11:43:17	LT-AF-Z:LP-DIR-AF	g	87	u	8	273	Wiess		pmagpy-4.1.5	1.30e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF22	7325B73:LP-DIR-AF	7325B73	    1.0	 062.	 045.2	 1.200e-02	0	0.00	0.00	22	273	This study	mit pale 2013-02-21 11:49:26	LT-AF-Z:LP-DIR-AF	g	88	u	8	273	Wiess		pmagpy-4.1.5	1.66e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF23	7325B73:LP-DIR-AF	7325B73	    1.5	 069.	 038.9	 1.250e-02	0	0.00	0.00	23	273	This study	mit pale 2013-02-21 11:55:38	LT-AF-Z:LP-DIR-AF	g	89	u	8	273	Wiess		pmagpy-4.1.5	9.85e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF24	7325B73:LP-DIR-AF	7325B73	    0.9	 054.	 055.8	 1.300e-02	0	0.00	0.00	24	273	This study	mit pale 2013-02-21 12:01:48	LT-AF-Z:LP-DIR-AF	g	90	u	8	273	Wiess		pmagpy-4.1.5	1.96e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF25	7325B73:LP-DIR-AF	7325B73	    1.0	 056.	 045.9	 1.350e-02	0	0.00	0.00	25	273	This study	mit pale 2013-02-21 12:08:00	LT-AF-Z:LP-DIR-AF	g	91	u	8	273	Wiess		pmagpy-4.1.5	1.34e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF26	7325B73:LP-DIR-AF	7325B73	    1.4	 065.	 061.0	 1.400e-02	0	0.00	0.00	26	273	This study	mit pale 2013-02-21 12:14:16	LT-AF-Z:LP-DIR-AF	g	92	u	8	273	Wiess		pmagpy-4.1.5	1.32e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF27	7325B73:LP-DIR-AF	7325B73	    1.5	 032.	 052.2	 1.450e-02	0	0.00	0.00	27	273	This study	mit pale 2013-02-21 12:20:29	LT-AF-Z:LP-DIR-AF	g	93	u	8	273	Wiess		pmagpy-4.1.5	1.52e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF28	7325B73:LP-DIR-AF	7325B73	    1.0	 054.	 040.6	 1.500e-02	0	0.00	0.00	28	273	This study	mit pale 2013-02-21 12:26:44	LT-AF-Z:LP-DIR-AF	g	94	u	8	273	Wiess		pmagpy-4.1.5	1.79e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF29	7325B73:LP-DIR-AF	7325B73	    1.4	 047.	 053.9	 1.550e-02	0	0.00	0.00	29	273	This study	mit pale 2013-02-21 12:32:56	LT-AF-Z:LP-DIR-AF	g	95	u	8	273	Wiess		pmagpy-4.1.5	1.71e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF30	7325B73:LP-DIR-AF	7325B73	    1.5	 045.	 045.3	 1.600e-02	0	0.00	0.00	30	273	This study	mit pale 2013-02-21 12:39:09	LT-AF-Z:LP-DIR-AF	g	96	u	8	273	Wiess		pmagpy-4.1.5	1.49e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF31	7325B73:LP-DIR-AF	7325B73	    1.0	 044.	 038.9	 1.650e-02	0	0.00	0.00	31	273	This study	mit pale 2013-02-21 12:45:24	LT-AF-Z:LP-DIR-AF	g	97	u	8	273	Wiess		pmagpy-4.1.5	1.33e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF32	7325B73:LP-DIR-AF	7325B73	    1.5	 071.	 045.4	 1.700e-02	0	0.00	0.00	32	273	This study	mit pale 2013-02-21 12:51:39	LT-AF-Z:LP-DIR-AF	g	98	u	8	273	Wiess		pmagpy-4.1.5	1.58e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF33	7325B73:LP-DIR-AF	7325B73	    1.7	 033.	 041.4	 1.750e-02	0	0.00	0.00	33	273	This study	mit pale 2013-02-21 12:57:57	LT-AF-Z:LP-DIR-AF	g	99	u	8	273	Wiess		pmagpy-4.1.5	1.81e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF34	7325B73:LP-DIR-AF	7325B73	    0.9	 050.	 041.5	 1.800e-02	0	0.00	0.00	34	273	This study	mit pale 2013-02-21 13:04:16	LT-AF-Z:LP-DIR-AF	g	100	u	8	273	Wiess		pmagpy-4.1.5	1.19e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF35	7325B73:LP-DIR-AF	7325B73	    2.8	 051.	 034.4	 1.850e-02	0	0.00	0.00	35	273	This study	mit pale 2013-02-21 13:10:35	LT-AF-Z:LP-DIR-AF	g	101	u	8	273	Wiess		pmagpy-4.1.5	8.68e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF36	7325B73:LP-DIR-AF	7325B73	    0.5	 065.	 070.5	 1.900e-02	0	0.00	0.00	36	273	This study	mit pale 2013-02-21 13:16:54	LT-AF-Z:LP-DIR-AF	g	102	u	8	273	Wiess		pmagpy-4.1.5	1.10e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF37	7325B73:LP-DIR-AF	7325B73	    0.6	 102.	 060.9	 1.950e-02	0	0.00	0.00	37	273	This study	mit pale 2013-02-21 13:23:13	LT-AF-Z:LP-DIR-AF	g	103	u	8	273	Wiess		pmagpy-4.1.5	6.99e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF38	7325B73:LP-DIR-AF	7325B73	    1.5	 275.	 002.3	 2.000e-02	0	0.00	0.00	38	273	This study	mit pale 2013-02-21 13:29:36	LT-AF-Z:LP-DIR-AF	g	104	u	8	273	Wiess		pmagpy-4.1.5	3.11e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF39	7325B73:LP-DIR-AF	7325B73	    1.9	 064.	 -27.2	 2.050e-02	0	0.00	0.00	39	273	This study	mit pale 2013-02-21 13:36:57	LT-AF-Z:LP-DIR-AF	g	105	u	8	273	Wiess		pmagpy-4.1.5	7.64e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF40	7325B73:LP-DIR-AF	7325B73	    1.2	 035.	 -18.8	 2.100e-02	0	0.00	0.00	40	273	This study	mit pale 2013-02-21 13:43:19	LT-AF-Z:LP-DIR-AF	g	106	u	8	273	Wiess		pmagpy-4.1.5	4.90e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF41	7325B73:LP-DIR-AF	7325B73	    1.5	 073.	 059.1	 2.150e-02	0	0.00	0.00	41	273	This study	mit pale 2013-02-21 13:49:40	LT-AF-Z:LP-DIR-AF	g	107	u	8	273	Wiess		pmagpy-4.1.5	8.71e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF42	7325B73:LP-DIR-AF	7325B73	    1.5	 044.	 -24.7	 2.200e-02	0	0.00	0.00	42	273	This study	mit pale 2013-02-21 13:55:59	LT-AF-Z:LP-DIR-AF	g	108	u	8	273	Wiess		pmagpy-4.1.5	4.15e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF43	7325B73:LP-DIR-AF	7325B73	    1.2	 018.	 -26.2	 2.250e-02	0	0.00	0.00	43	273	This study	mit pale 2013-02-21 14:02:20	LT-AF-Z:LP-DIR-AF	g	109	u	8	273	Wiess		pmagpy-4.1.5	4.33e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF44	7325B73:LP-DIR-AF	7325B73	    2.1	 051.	 -10.0	 2.300e-02	0	0.00	0.00	44	273	This study	mit pale 2013-02-21 14:08:46	LT-AF-Z:LP-DIR-AF	g	110	u	8	273	Wiess		pmagpy-4.1.5	7.15e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF45	7325B73:LP-DIR-AF	7325B73	    0.7	 041.	 029.8	 2.350e-02	0	0.00	0.00	45	273	This study	mit pale 2013-02-21 14:15:13	LT-AF-Z:LP-DIR-AF	g	111	u	8	273	Wiess		pmagpy-4.1.5	5.16e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF46	7325B73:LP-DIR-AF	7325B73	    1.1	 064.	 016.3	 2.400e-02	0	0.00	0.00	46	273	This study	mit pale 2013-02-21 14:21:41	LT-AF-Z:LP-DIR-AF	g	112	u	8	273	Wiess		pmagpy-4.1.5	1.08e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF47	7325B73:LP-DIR-AF	7325B73	    1.4	 040.	 011.5	 2.600e-02	0	0.00	0.00	47	273	This study	mit pale 2013-02-21 14:28:09	LT-AF-Z:LP-DIR-AF	g	113	u	8	273	Wiess		pmagpy-4.1.5	9.87e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF48	7325B73:LP-DIR-AF	7325B73	    0.7	 062.	 -03.9	 2.800e-02	0	0.00	0.00	48	273	This study	mit pale 2013-02-21 14:37:40	LT-AF-Z:LP-DIR-AF	g	114	u	8	273	Wiess		pmagpy-4.1.5	9.77e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF49	7325B73:LP-DIR-AF	7325B73	    2.9	 060.	 012.9	 3.000e-02	0	0.00	0.00	49	273	This study	mit pale 2013-02-21 14:47:13	LT-AF-Z:LP-DIR-AF	g	115	u	8	273	Wiess		pmagpy-4.1.5	6.84e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF50	7325B73:LP-DIR-AF	7325B73	    1.1	 046.	 020.7	 3.200e-02	0	0.00	0.00	50	273	This study	mit pale 2013-02-21 14:57:00	LT-AF-Z:LP-DIR-AF	g	116	u	8	273	Wiess		pmagpy-4.1.5	7.51e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF51	7325B73:LP-DIR-AF	7325B73	    1.2	 060.	 016.2	 3.400e-02	0	0.00	0.00	51	273	This study	mit pale 2013-02-21 15:06:52	LT-AF-Z:LP-DIR-AF	g	117	u	8	273	Wiess		pmagpy-4.1.5	6.36e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF52	7325B73:LP-DIR-AF	7325B73	    1.6	 057.	 013.8	 3.600e-02	0	0.00	0.00	52	273	This study	mit pale 2013-02-21 15:16:51	LT-AF-Z:LP-DIR-AF	g	118	u	8	273	Wiess		pmagpy-4.1.5	9.33e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF53	7325B73:LP-DIR-AF	7325B73	    1.2	 064.	 006.0	 3.800e-02	0	0.00	0.00	53	273	This study	mit pale 2013-02-21 15:26:55	LT-AF-Z:LP-DIR-AF	g	119	u	8	273	Wiess		pmagpy-4.1.5	5.47e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF54	7325B73:LP-DIR-AF	7325B73	    0.8	 047.	 012.3	 4.000e-02	0	0.00	0.00	54	273	This study	mit pale 2013-02-21 15:37:05	LT-AF-Z:LP-DIR-AF	g	120	u	8	273	Wiess		pmagpy-4.1.5	6.52e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF55	7325B73:LP-DIR-AF	7325B73	    0.7	 025.	 -13.3	 4.200e-02	0	0.00	0.00	55	273	This study	mit pale 2013-02-21 15:47:20	LT-AF-Z:LP-DIR-AF	g	121	u	8	273	Wiess		pmagpy-4.1.5	8.50e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF56	7325B73:LP-DIR-AF	7325B73	    2.0	 072.	 -16.2	 4.400e-02	0	0.00	0.00	56	273	This study	mit pale 2013-02-21 15:57:39	LT-AF-Z:LP-DIR-AF	g	122	u	8	273	Wiess		pmagpy-4.1.5	6.47e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF57	7325B73:LP-DIR-AF	7325B73	    0.5	 078.	 005.5	 4.600e-02	0	0.00	0.00	57	273	This study	mit pale 2013-02-21 16:08:30	LT-AF-Z:LP-DIR-AF	g	123	u	8	273	Wiess		pmagpy-4.1.5	7.26e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF58	7325B73:LP-DIR-AF	7325B73	    1.1	 092.	 -04.1	 4.800e-02	0	0.00	0.00	58	273	This study	mit pale 2013-02-21 16:19:01	LT-AF-Z:LP-DIR-AF	g	124	u	8	273	Wiess		pmagpy-4.1.5	1.13e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF59	7325B73:LP-DIR-AF	7325B73	    2.7	 069.	 -24.5	 5.000e-02	0	0.00	0.00	59	273	This study	mit pale 2013-02-21 16:29:36	LT-AF-Z:LP-DIR-AF	g	125	u	8	273	Wiess		pmagpy-4.1.5	9.65e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF60	7325B73:LP-DIR-AF	7325B73	    2.0	 082.	 -01.2	 5.200e-02	0	0.00	0.00	60	273	This study	mit pale 2013-02-21 16:43:30	LT-AF-Z:LP-DIR-AF	g	126	u	8	273	Wiess		pmagpy-4.1.5	9.21e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF61	7325B73:LP-DIR-AF	7325B73	    1.5	 112.	 037.5	 5.400e-02	0	0.00	0.00	61	273	This study	mit pale 2013-02-26 19:54:21	LT-AF-Z:LP-DIR-AF	g	127	u	8	273	Wiess		pmagpy-4.1.5	7.27e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF62	7325B73:LP-DIR-AF	7325B73	    0.8	 076.	 054.0	 5.600e-02	0	0.00	0.00	62	273	This study	mit pale 2013-02-26 20:08:27	LT-AF-Z:LP-DIR-AF	g	128	u	8	273	Wiess		pmagpy-4.1.5	1.10e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF63	7325B73:LP-DIR-AF	7325B73	    4.6	 103.	 036.8	 5.800e-02	0	0.00	0.00	63	273	This study	mit pale 2013-02-26 20:22:39	LT-AF-Z:LP-DIR-AF	g	129	u	8	273	Wiess		pmagpy-4.1.5	7.30e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF64	7325B73:LP-DIR-AF	7325B73	    1.1	 052.	 -14.9	 6.000e-02	0	0.00	0.00	64	273	This study	mit pale 2013-02-26 20:37:00	LT-AF-Z:LP-DIR-AF	g	130	u	8	273	Wiess		pmagpy-4.1.5	7.60e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF65	7325B73:LP-DIR-AF	7325B73	    0.8	 069.	 -33.9	 6.200e-02	0	0.00	0.00	65	273	This study	mit pale 2013-02-26 20:51:25	LT-AF-Z:LP-DIR-AF	g	131	u	8	273	Wiess		pmagpy-4.1.5	7.76e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF66	7325B73:LP-DIR-AF	7325B73	    1.7	 083.	 -14.3	 6.400e-02	0	0.00	0.00	66	273	This study	mit pale 2013-02-26 21:05:59	LT-AF-Z:LP-DIR-AF	g	132	u	8	273	Wiess		pmagpy-4.1.5	5.13e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF67	7325B73:LP-DIR-AF	7325B73	    2.0	 066.	 -13.9	 6.600e-02	0	0.00	0.00	67	273	This study	mit pale 2013-02-26 21:20:34	LT-AF-Z:LP-DIR-AF	g	133	u	8	273	Wiess		pmagpy-4.1.5	5.37e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF68	7325B73:LP-DIR-AF	7325B73	    1.1	 050.	 006.6	 6.800e-02	0	0.00	0.00	68	273	This study	mit pale 2013-02-26 21:35:16	LT-AF-Z:LP-DIR-AF	g	134	u	8	273	Wiess		pmagpy-4.1.5	1.04e-10	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF69	7325B73:LP-DIR-AF	7325B73	    3.6	 047.	 -29.6	 7.000e-02	0	0.00	0.00	69	273	This study	mit pale 2013-02-26 21:50:10	LT-AF-Z:LP-DIR-AF	g	135	u	8	273	Wiess		pmagpy-4.1.5	5.41e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF70	7325B73:LP-DIR-AF	7325B73	    2.2	 062.	 -19.4	 7.200e-02	0	0.00	0.00	70	273	This study	mit pale 2013-02-26 22:05:07	LT-AF-Z:LP-DIR-AF	g	136	u	8	273	Wiess		pmagpy-4.1.5	5.30e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF71	7325B73:LP-DIR-AF	7325B73	    2.5	 049.	 016.2	 7.400e-02	0	0.00	0.00	71	273	This study	mit pale 2013-02-26 22:20:14	LT-AF-Z:LP-DIR-AF	g	137	u	8	273	Wiess		pmagpy-4.1.5	4.59e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF72	7325B73:LP-DIR-AF	7325B73	    1.8	 060.	 -06.3	 7.600e-02	0	0.00	0.00	72	273	This study	mit pale 2013-02-26 22:35:27	LT-AF-Z:LP-DIR-AF	g	138	u	8	273	Wiess		pmagpy-4.1.5	2.94e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF73	7325B73:LP-DIR-AF	7325B73	    2.4	 086.	 013.4	 7.800e-02	0	0.00	0.00	73	273	This study	mit pale 2013-02-26 22:50:50	LT-AF-Z:LP-DIR-AF	g	139	u	8	273	Wiess		pmagpy-4.1.5	7.89e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF74	7325B73:LP-DIR-AF	7325B73	    1.5	 107.	 026.2	 8.000e-02	0	0.00	0.00	74	273	This study	mit pale 2013-02-26 23:06:53	LT-AF-Z:LP-DIR-AF	g	140	u	8	273	Wiess		pmagpy-4.1.5	5.94e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF75	7325B73:LP-DIR-AF	7325B73	    3.0	 089.	 -05.4	 8.200e-02	0	0.00	0.00	75	273	This study	mit pale 2013-02-26 23:23:04	LT-AF-Z:LP-DIR-AF	g	141	u	8	273	Wiess		pmagpy-4.1.5	4.55e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF76	7325B73:LP-DIR-AF	7325B73	    2.5	 058.	 005.2	 8.400e-02	0	0.00	0.00	76	273	This study	mit pale 2013-02-26 23:38:57	LT-AF-Z:LP-DIR-AF	g	142	u	8	273	Wiess		pmagpy-4.1.5	7.69e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF77	7325B73:LP-DIR-AF	7325B73	    2.2	 079.	 -31.6	 8.500e-02	0	0.00	0.00	77	273	This study	mit pale 2013-02-26 23:54:56	LT-AF-Z:LP-DIR-AF	g	143	u	8	273	Wiess		pmagpy-4.1.5	6.80e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF78	7325B73:LP-DIR-AF	7325B73	    4.1	 055.	 011.5	 9.000e-02	0	0.00	0.00	78	273	This study	mit pale 2013-02-28 10:58:44	LT-AF-Z:LP-DIR-AF	g	144	u	8	273	Wiess		pmagpy-4.1.5	7.99e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF79	7325B73:LP-DIR-AF	7325B73	    1.5	 080.	 058.6	 1.000e-02	0	0.00	0.00	79	273	This study	mit pale 2013-02-28 11:18:17	LT-AF-Z:LP-DIR-AF	g	145	u	8	273	Wiess		pmagpy-4.1.5	8.37e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF80	7325B73:LP-DIR-AF	7325B73	    5.8	 083.	 054.2	 1.100e-01	0	0.00	0.00	80	273	This study	mit pale 2013-02-28 11:36:27	LT-AF-Z:LP-DIR-AF	g	146	u	8	273	Wiess		pmagpy-4.1.5	8.24e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF81	7325B73:LP-DIR-AF	7325B73	    8.7	 057.	 -24.5	 1.200e-01	0	0.00	0.00	81	273	This study	mit pale 2013-02-28 12:08:47	LT-AF-Z:LP-DIR-AF	g	147	u	8	273	Wiess		pmagpy-4.1.5	5.58e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF82	7325B73:LP-DIR-AF	7325B73	    2.3	 082.	 030.0	 1.300e-01	0	0.00	0.00	82	273	This study	mit pale 2013-02-28 13:28:46	LT-AF-Z:LP-DIR-AF	g	148	u	8	273	Wiess		pmagpy-4.1.5	6.47e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF83	7325B73:LP-DIR-AF	7325B73	    2.6	 066.	 012.9	 1.400e-01	0	0.00	0.00	83	273	This study	mit pale 2013-02-28 13:49:01	LT-AF-Z:LP-DIR-AF	g	149	u	8	273	Wiess		pmagpy-4.1.5	8.69e-11	0.00e+00	0.00e+00	0.00e+00
7325B73:LP-DIR-AF84	7325B73:LP-DIR-AF	7325B73	    0.5	 057.	 012.5	 1.500e-01	0	0.00	0.00	84	273	This study	mit pale 2013-02-28 14:27:32	LT-AF-Z:LP-DIR-AF	g	150	u	8	273	Wiess		pmagpy-4.1.5	7.08e-11	0.00e+00	0.00e+00	0.00e+00
7325B74:LP-DIR-T0	7325B74:LP-DIR-T	7325B74	    0.3	016.5	-68.7 	0	0	0.00	0.00	0	273	This study	mit pale 2013-02-21 09:30:50	LT-NO:LP-DIR-T	g	151	u	8	273	Wiess		pmagpy-4.1.5	3.59e-10	0.00e+00	0.00e+00	0.00e+00
7325B74:LP-DIR-T1	7325B74:LP-DIR-T	7325B74	    0.6	023.2	-62.4 	 1.500e-03	0	0.00	0.00	1	273	This study	mit pale 2013-03-05 12:57:26	LT-AF-Z:LP-DIR-T	g	152	u	8	273	Wiess		pmagpy-4.1.5	2.97e-10	0.00e+00	0.00e+00	0.00e+00
7325B74:LP-DIR-T2	7325B74:LP-DIR-T	7325B74	    0.3	024.6	-51.6 	 2.000e-03	0	0.00	0.00	2	273	This study	mit pale 2013-03-05 13:03:12	LT-AF-Z:LP-DIR-T	g	153	u	8	273	Wiess		pmagpy-4.1.5	2.45e-10	0.00e+00	0.00e+00	0.00e+00
7325B74:LP-DIR-T3	7325B74:LP-DIR-T	7325B74	    1.5	025.0	-40.1 	 2.500e-03	0	0.00	0.00	3	273	This study	mit pale 2013-03-05 13:08:57	LT-AF-Z:LP-DIR-T	g	154	u	8	273	Wiess		pmagpy-4.1.5	1.83e-10	0.00e+00	0.00e+00	0.00e+00
7325B74:LP-DIR-T4	7325B74:LP-DIR-T	7325B74	    1.4	356.2	-17.2 	 3.000e-03	0	0.00	0.00	4	273	This study	mit pale 2013-03-05 13:14:43	LT-AF-Z:LP-DIR-T	g	155	u	8	273	Wiess		pmagpy-4.1.5	1.10e-10	0.00e+00	0.00e+00	0.00e+00
7325B74:LP-DIR-T5	7325B74:LP-DIR-T	7325B74	    1.2	007.9	-13.7 	 3.500e-03	0	0.00	0.00	5	273	This study	mit pale 2013-03-05 13:20:29	LT-AF-Z:LP-DIR-T	g	156	u	8	273	Wiess		pmagpy-4.1.5	8.72e-11	0.00e+00	0.00e+00	0.00e+00
7325B74:LP-DIR-T6	7325B74:LP-DIR-T	7325B74	    1.5	022.8	-01.0 	 4.000e-03	0	0.00	0.00	6	273	This study	mit pale 2013-03-05 13:26:18	LT-AF-Z:LP-DIR-T	g	157	u	8	273	Wiess		pmagpy-4.1.5	1.28e-10	0.00e+00	0.00e+00	0.00e+00
7325B74:LP-DIR-T7	7325B74:LP-DIR-T	7325B74	    1.9	353.0	-24.5 	 4.500e-03	0	0.00	0.00	7	273	This study	mit pale 2013-03-05 13:32:07	LT-AF-Z:LP-DIR-T	g	158	u	8	273	Wiess		pmagpy-4.1.5	1.24e-10	0.00e+00	0.00e+00	0.00e+00
7325B74:LP-DIR-T8	7325B74:LP-DIR-T	7325B74	    2.9	032.7	-38.6 	 5.000e-03	0	0.00	0.00	8	273	This study	mit pale 2013-03-05 13:37:56	LT-AF-Z:LP-DIR-T	g	159	u	8	273	Wiess		pmagpy-4.1.5	1.04e-10	0.00e+00	0.00e+00	0.00e+00
7325B74:LP-DIR-T9	7325B74:LP-DIR-T	7325B74	    7.8	014.1	017.4 	0	0	0.00	0.00	9	273	This study	mit pale 2013-03-07 17:00:35	LT-NO:LP-DIR-T	g	160	u	8	273	Wiess		pmagpy-4.1.5	9.97e-11	0.00e+00	0.00e+00	0.00e+00
7325B74:LP-DIR-T10	7325B74:LP-DIR-T	7325B74	    3.8	026.0	017.0 	0	0	0.00	0.00	10	  323.0	This study	mit pale 2013-03-08 14:14:32	LT-T-Z:LP-DIR-T	g	161	u	8	273	Wiess		pmagpy-4.1.5	1.14e-10	0.00e+00	0.00e+00	0.00e+00
7325B74:LP-DIR-T11	7325B74:LP-DIR-T	7325B74	   11.9	030.6	012.3 	0	0	0.00	0.00	11	  376.0	This study	mit pale 2013-03-11 12:23:18	LT-T-Z:LP-DIR-T	g	162	u	8	273	Wiess		pmagpy-4.1.5	8.56e-11	0.00e+00	0.00e+00	0.00e+00
7325B74:LP-DIR-T12	7325B74:LP-DIR-T	7325B74	    1.3	038.8	026.6 	0	0	0.00	0.00	12	  438.0	This study	mit pale 2013-03-11 18:07:14	LT-T-Z:LP-DIR-T	g	163	u	8	273	Wiess		pmagpy-4.1.5	9.72e-11	0.00e+00	0.00e+00	0.00e+00
